timestamp,app_name,window_title
2025-12-12 16:59:46,Electron,README.md — spoti
2025-12-12 16:59:52,Electron,README.md — spoti
2025-12-12 16:59:57,Spotify,Spotify Premium
2025-12-12 17:00:02,Spotify,Dinis - Cala Culip
2025-12-12 17:00:07,Electron,README.md — spoti
2025-12-12 17:00:12,Electron,README.md — spoti
2025-12-12 17:00:18,Spotify,Dinis - Cala Culip
2025-12-12 17:00:23,Spotify,Djo - T. Rex Is Loud
2025-12-12 17:00:28,Terminal,spotstream — -zsh — 107×64
2025-12-12 17:00:33,Terminal,spotstream — node ◂ node ~/.nvm/versions/node/v24.11.1/bin/gemini — 107×64
2025-12-12 17:00:38,Terminal,spotstream — Gemini - spotstream — node ◂ node ~/.nvm/versions/node/v24.11.1/bin/gemini — 107×64
2025-12-12 17:00:44,Terminal,spotstream — Gemini - spotstream — node ◂ node ~/.nvm/versions/node/v24.11.1/bin/gemini — 107×64
2025-12-12 17:00:49,Terminal,spotstream — Gemini - spotstream — node ◂ node ~/.nvm/versions/node/v24.11.1/bin/gemini — 107×64
2025-12-12 17:00:54,Terminal,spotstream — Gemini - spotstream — node ◂ node ~/.nvm/versions/node/v24.11.1/bin/gemini — 107×64
2025-12-12 17:00:59,Terminal,spotstream — Gemini - spotstream — node ◂ node ~/.nvm/versions/node/v24.11.1/bin/gemini — 107×64
2025-12-12 17:01:04,Electron,PROGRESS_UPDATE.md — spotstream
2025-12-12 17:01:09,Terminal,spotstream — Gemini - spotstream — node ◂ node ~/.nvm/versions/node/v24.11.1/bin/gemini — 107×64
2025-12-12 17:01:15,Terminal,spotstream — Gemini - spotstream — node ◂ node ~/.nvm/versions/node/v24.11.1/bin/gemini — 107×64
2025-12-12 17:01:20,Terminal,spotstream — Gemini - spotstream — node ◂ node ~/.nvm/versions/node/v24.11.1/bin/gemini — 107×64
2025-12-12 17:01:25,Terminal,spotstream — Gemini - spotstream — node ◂ node ~/.nvm/versions/node/v24.11.1/bin/gemini — 107×64
2025-12-12 17:01:30,Electron,PROGRESS_UPDATE.md — spotstream
