timestamp,artist,title,genres,popularity
2026-01-02 12:20:00,Casiio,Pearls,"lo-fi hip hop, lo-fi, lo-fi beats",61
2026-01-02 12:22:00,Softy,Caramel,"lo-fi hip hop, lo-fi, lo-fi beats",64
2026-01-02 12:24:00,kainbeats,Lilac,"lo-fi, lo-fi hip hop, lo-fi beats",59
2026-01-02 12:27:00,dosi,Another Era,"lo-fi, lo-fi beats",55
2026-01-02 12:29:00,Softy,"We're home, Now","lo-fi hip hop, lo-fi, lo-fi beats",64
2026-01-02 12:30:00,HEVI,Ethereal,"lo-fi hip hop, lo-fi, lo-fi beats",54
2026-01-02 12:33:00,Tom Doolie,New Fields,"lo-fi hip hop, lo-fi, lo-fi beats",48
2026-01-02 12:35:00,Phlocalyst,Kukui Leaves,"lo-fi, lo-fi hip hop, jazz beats, lo-fi beats",60
2026-01-02 12:40:00,Lesky,Chasing Clouds,"lo-fi beats, lo-fi, lo-fi hip hop, jazz beats",46
2026-01-02 12:43:00,Mondo Loops,Essence of the Forest,"lo-fi hip hop, lo-fi, lo-fi beats",62
2026-01-02 12:46:00,Blue Fox,Calm River,"lo-fi, lo-fi beats",44
2026-01-02 12:49:00,Late Night Tones,Shortstop,"lo-fi, lo-fi beats",52
2026-01-02 12:51:00,Cosmic Koala,Fairy Tales,lo-fi,46
2026-01-02 12:54:00,Tibeauthetraveler,Lotus,"lo-fi, lo-fi hip hop, lo-fi beats",57
2026-01-02 12:56:00,Louk,I'll Meet You At The Station,"lo-fi hip hop, lo-fi",34
2026-01-02 12:58:00,H.1,A Way Home,"lo-fi hip hop, lo-fi, lo-fi beats",47
2026-01-02 13:01:00,Softy,Persist,"lo-fi hip hop, lo-fi, lo-fi beats",64
2026-01-02 13:04:00,Bert,Deep In Your Eyes,"lo-fi hip hop, lo-fi",43
2026-01-02 13:06:00,Mondo Loops,The Prophecy,"lo-fi hip hop, lo-fi, lo-fi beats",62
2026-01-02 13:08:00,dosi,Purity,"lo-fi, lo-fi beats",55
2026-01-02 13:11:00,Yasumu,I Thought We Were Friends,"lo-fi hip hop, lo-fi, lo-fi beats",51
2026-01-02 13:13:00,Towerz,Buds of May,"lo-fi hip hop, lo-fi, lo-fi beats",52
2026-01-02 13:16:00,Kanisan,LILY,"lo-fi hip hop, lo-fi, lo-fi beats",56
2026-01-02 13:18:00,PandRezz,Blind Forest,"lo-fi hip hop, lo-fi, lo-fi beats",47
2026-01-02 13:21:00,another silent weekend,like old times,"lo-fi, lo-fi hip hop, lo-fi beats",46
2026-01-02 13:24:00,Casiio,Heatwave,"lo-fi hip hop, lo-fi, lo-fi beats",61
2026-01-02 13:26:00,No Spirit,Felicity,"lo-fi hip hop, lo-fi, lo-fi beats",59
2026-01-02 13:28:00,Fatb,Aurora Boreale,"lo-fi hip hop, lo-fi, lo-fi beats",38
2026-01-02 13:30:00,stream_error,takeoff,"lo-fi, lo-fi hip hop, lo-fi beats",46
2026-01-02 13:32:00,HOKØ,Rain in Osaka,"lo-fi, jazz beats",52
2026-01-02 13:34:00,Living Room,Flow of Life,"lo-fi hip hop, lo-fi, lo-fi beats",54
